especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_br,cat_ameaca_cncfloraweb
Microlicia juniperina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Microlicia macedoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Microlicia melanostagma,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Microlicia microphylla,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Microlicia myrtifolia,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia myrtoidea,s.i.,NT,VU,VU,s.i.,s.i.,NT
Microlicia obtusifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Microlicia psammophila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Micropholis caudata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Micropholis emarginata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Micropholis grandiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Micropholis retusa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Micropholis splendens,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Microstachys corniculata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Microtea bahiensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Microtea maypurensis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Microtea papilosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Miersiella umbellata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Mikania additicia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania alvimii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania anethifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania argyreiae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania bradei,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Mikania cipoensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania clematidifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania dusenii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Mikania firmula,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania glabra,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania glauca,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania glomerata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Mikania hartbergii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania hastato-cordata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania itambana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania malacolepis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mikania microptera,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Mikania mosenii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mikania neurocaula,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania oreophila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania pinnatiloba,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania premnifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania stenomeres,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Mikania variifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania viminea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania warmingii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Miltonia clowesii,s.i.,NT,EX,EX,s.i.,s.i.,NT
Miltonia cuneata,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Miltonia kayasimae,CR,s.i.,EX,EX,s.i.,CR,CR
Mimosa acroconica,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa acutistipula,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa adamantina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa balduinii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa barretoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa bathyrrhena,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa bombycina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa catharinensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa chrysastra,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Mimosa exalbescens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa glycyrrhizoides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa heringeri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa humifusa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa involucrata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa lanata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa leprosa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa leptantha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa lithoreas,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa macedoana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa mensicola,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa montis-carasae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa myuros,VU,s.i.,VU,VU,s.i.,VU,VU
Mimosa niomarlei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa pabstiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Mimosa paucifolia,VU,s.i.,VU,VU,s.i.,VU,VU
Mimosa psittacina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa sanguinolenta,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Mimosa skinneri,CR,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa strobiliflora,s.i.,CR,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa suburbana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Mimosa thomista,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa uniceps,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mimosa urticaria,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria abortiva,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Minaria acerosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Minaria bifurcata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Minaria diamantinensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Minaria grazielae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria harleyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria hemipogonoides,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Minaria inconspicua,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria lourteigiae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Minaria magisteriana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria monocoronata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Minaria polygaloides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria refractifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Minaria semirii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minaria volubilis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minasia alpestris,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minasia pereirae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Minasia scapigera,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mitracarpus anthospermoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mitracarpus eritrichoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mitracarpus rigidifolius,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Moldenhawera intermedia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Moldenhawera papillanthera,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mollia macrophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mollinedia eugeniifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mollinedia longicuspidata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mollinedia luizae,VU,s.i.,VU,VU,s.i.,VU,VU
Mollinedia oligotricha,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Mollinedia pachysandra,s.i.,s.i.,s.i.,VU,s.i.,s.i.,LC
Mollinedia salicifolia,s.i.,NA,VU,VU,s.i.,s.i.,NT
Mollinedia schottiana,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Mollinedia triflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Monogereion carajensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Monsanima morrenioides,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Monteiroa bullata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Monteiroa smithii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Monteverdia basidentata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,CR
Monteverdia brasiliensis,s.i.,LC,CR,s.i.,s.i.,s.i.,LC
Monteverdia comocladiiformis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Monteverdia radlkoferiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Moquiniastrum argyreum,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Moquiniastrum cinereum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Moquiniastrum cordatum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Moquiniastrum hatschbachii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Moquiniastrum mollissimum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Moquiniastrum ramboi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Moquiniastrum sordidum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Moranopteris perpusilla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Morilloa furlanii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Moronobea coccinea,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mostuea muricata,VU,s.i.,VU,VU,s.i.,VU,VU
Mourera weddelliana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mouriri megasperma,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Mouriri micradenia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mouriri torquata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Muellera torrensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Myoxanthus ruschii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myoxanthus seidelii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myracrodruon balansae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrceugenia alpigena,s.i.,LC,VU,VU,s.i.,s.i.,LC
Myrceugenia bracteosa,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia brevipedicellata,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia euosma,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrceugenia foveolata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrceugenia franciscensis,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia gertii,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia hamoniana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrceugenia hatschbachii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Myrceugenia hoehnei,VU,s.i.,VU,VU,s.i.,VU,VU
Myrceugenia kleinii,VU,s.i.,VU,VU,s.i.,VU,VU
Myrceugenia scutellata,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Myrceugenia venosa,s.i.,LC,VU,VU,s.i.,s.i.,LC
Myrcia almasensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrcia anomala,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrcia bicolor,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia cionei,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia congestiflora,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia cordiifolia,s.i.,LC,EX,EX,s.i.,s.i.,LC
Myrcia diaphana,VU,s.i.,VU,VU,s.i.,VU,VU
Myrcia eriocalyx,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia eriopus,s.i.,LC,VU,VU,s.i.,s.i.,LC
Myrcia flagellaris,s.i.,NT,VU,VU,s.i.,s.i.,NT
Myrcia gilsoniana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myrcia guarujana,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia guianensis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Myrcia hexasticha,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia isaiana,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia limae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrcia lineata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrcia magnifolia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myrcia montana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia neocambessedeana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myrcia neoestrellensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia neorostrata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia oligantha,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia plusiantha,NT,s.i.,s.i.,s.i.,s.i.,s.i.,CR|NT
Myrcia riodocensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Myrcia rupicola,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia stictophylla,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia subcordata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Myrcia tenuivenosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia thomasii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia ubatubana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia venulosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Myrcia vestita,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia vittoriana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrciaria plinioides,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Myrciaria tenella,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Myriocoleopsis fluviatilis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Myrocarpus frondosus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Myroxylon peruiferum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Myrsine congesta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrsine glazioviana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrsine villosissima,EN,s.i.,EN,EN,s.i.,EN,EN
Mysanthus uleanus,s.i.,LC,EN,EN,s.i.,s.i.,LC
Napeanthus primulifolius,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Nassella neesiana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Nassella sellowiana,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Naucleopsis jamariensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neblinaea promontoriorum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra angustifolia,s.i.,LC,EN,EN,s.i.,s.i.,LC
Nectandra barbellata,VU,s.i.,VU,VU,s.i.,VU,VU
Nectandra cissiflora,s.i.,LC,VU,VU,s.i.,s.i.,LC
Nectandra debilis,s.i.,DD,VU,VU,s.i.,s.i.,DD
Nectandra embirensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra grisea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nectandra hihua,s.i.,LC,EN,EN,s.i.,s.i.,LC
Nectandra impressa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra japurensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra matogrossensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra paranaensis,VU,s.i.,VU,VU,s.i.,VU,VU
Nectandra spicata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra venulosa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Nectandra weddellii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neea verticillata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Nematanthus crassifolius,s.i.,LC,VU,VU,s.i.,s.i.,LC
Nematanthus mattosianus,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Nematanthus monanthos,EN,s.i.,EN,EN,s.i.,EN,EN
Nematanthus strigillosus,s.i.,NT,EX,EX,s.i.,s.i.,NT
Neocabreria malachophylla,VU,s.i.,VU,VU,s.i.,VU,VU
Neogardneria murrayana,EN,s.i.,EN,EN,s.i.,EN,EN
Neomarica glauca,s.i.,NT,VU,VU,s.i.,s.i.,NT
Neomitranthes amblymitra,VU,s.i.,EX,EX,s.i.,VU,VU
Neomitranthes capivariensis,s.i.,DD,EN,EN,s.i.,s.i.,DD
Neomitranthes cordifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Neomitranthes glomerata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Neomitranthes gracilis,EN,s.i.,EN,EN,s.i.,EN,EN
Neomitranthes langsdorffii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neomitranthes obtusa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neomitranthes pedicellata,EN,s.i.,EN,EN,s.i.,EN,EN
Neomitranthes pereireana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neomitranthes sctictophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Neoraputia micrantha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neoregelia angustibracteolata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Neoregelia bahiana,s.i.,LC,EX,EX,s.i.,s.i.,LC
Neoregelia binotii,s.i.,DD,EX,s.i.,s.i.,s.i.,DD
Neoregelia binotti,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Neoregelia brownii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Neoregelia burle-marxii,s.i.,s.i.,s.i.,VU,s.i.,s.i.,LC
Neoregelia burlemarxii,s.i.,LC,VU,s.i.,s.i.,s.i.,LC
Neoregelia capixaba,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neoregelia compacta,s.i.,NT,VU,VU,s.i.,s.i.,NT
Neoregelia doeringiana,s.i.,DD,EX,EX,s.i.,s.i.,DD
Neoregelia guttata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neoregelia hoehneana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia inexspectata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia leprosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Neoregelia lilliputiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neoregelia maculata,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Neoregelia menescalii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia nivea,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Neoregelia oligantha,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Neoregelia paulistana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia pernambucana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia pontualii,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Neoregelia ruschii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia sanguinea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia zaslawskyi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neoregelia zonata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Neptunia pubescens,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nicotiana mutabilis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nidularium atalaiaense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Nidularium azureum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Nidularium bocainense,EN,s.i.,VU,VU,s.i.,EN,EN
Nidularium campos-portoi,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Nidularium camposportoi,s.i.,NA,VU,s.i.,s.i.,s.i.,s.i.
Nidularium corallinum,EN,s.i.,EN,EN,s.i.,EN,EN
Nidularium ferrugineum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Nidularium itatiaiae,EN,s.i.,EX,EX,s.i.,EN,EN
Nidularium jonesianum,EN,s.i.,EX,EX,s.i.,EN,EN
Nidularium kautskyanum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Nidularium mangaratibense,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Nidularium minutum,VU,s.i.,VU,VU,s.i.,VU,VU
Nidularium organense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Nidularium rolfianum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Nidularium rosulatum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nidularium serratum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nidularium utriculosum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Nierembergia pinifolia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Nohawilliamsia pirarense,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Nohawilliamsia pirarensis,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Nothochilus coccineus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Noticastrum hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Noticastrum malmei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Noticastrum psammophilum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Notylia microchila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Nycticalanthus speciosus,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Ocellochloa brachystachya,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Ocimum nudicaule,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ocotea basicordatifolia,EN,s.i.,VU,VU,s.i.,EN,EN
Ocotea beulahiae,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea beyrichii,VU,s.i.,VU,VU,s.i.,VU,VU
Ocotea bicolor,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ocotea bragai,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea catharinensis,VU,s.i.,VU,VU,s.i.,VU,VU
Ocotea confertiflora,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Ocotea cryptocarpa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Ocotea daphnifolia,s.i.,NA,VU,VU,s.i.,s.i.,LC|LC
Ocotea felix,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea frondosa,s.i.,NT,VU,VU,s.i.,s.i.,NT
Ocotea inhauba,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Ocotea lancifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ocotea laxa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ocotea ligulata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ocotea mosenii,VU,s.i.,VU,VU,s.i.,VU,VU
Ocotea odorifera,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea porosa,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea serrana,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea tabacifolia,EN,s.i.,EN,EN,s.i.,EN,EN
Ocotea vaccinioides,s.i.,s.i.,s.i.,VU,s.i.,s.i.,LC|LC
Ocotea virgultosa,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Octomeria alexandri,EN,s.i.,EN,EN,s.i.,EN,EN
Octomeria chamaeleptotes,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Octomeria decumbens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Octomeria estrellensis,s.i.,NT,EW,EW,s.i.,s.i.,NT
Octomeria geraensis,VU,s.i.,EX,EX,s.i.,VU,VU
Octomeria hatschbachii,VU,s.i.,EX,EX,s.i.,VU,VU
Octomeria hoehnei,EN,s.i.,EX,EX,s.i.,EN,EN
Octomeria lichenicola,EN,s.i.,EN,EN,s.i.,EN,EN
Octomeria palmyrabellae,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Octomeria praestans,s.i.,NT,EX,EX,s.i.,s.i.,NT
Octomeria recchiana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Octomeria truncicola,VU,s.i.,VU,VU,s.i.,VU,VU
Octomeria wawrae,EN,s.i.,EX,EX,s.i.,EN,EN
Octomeria wilsoniana,CR,s.i.,EX,EX,CR,CR,CR
Odontonema dissitiflorum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Olyra fasciculata,s.i.,LC,EN,EN,s.i.,s.i.,LC
Olyra latispicula,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Oocephalus piranii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Operculina macrocarpa,s.i.,LC,EW,EW,s.i.,s.i.,LC
Ophthalmoblapton crassipes,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Oreopanax fulvus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Orthochilus ruwenzoriensis,s.i.,DD,EN,s.i.,s.i.,s.i.,DD
Orthophytum amoenum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Orthophytum duartei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Orthophytum estevesii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Orthophytum foliosum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Orthophytum fosterianum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Orthophytum grossiorum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Orthophytum humile,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Orthophytum magalhaesii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Orthophytum zanonii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Ossaea australis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Ossaea warmingiana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Ottelia brasiliensis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Ottonia sampaioi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ouratea hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
