especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncfloraweb,cat_ameaca_br
Pteroglossa macrantha,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Pterogyne nitens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Pterolepis glomerata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Pterolepis perpusilla,s.i.,LC,VU,VU,s.i.,LC,s.i.
Pycreus flavescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Qualea coerulea,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Qualea decorticans,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Qualea magna,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Quaternella glabratoides,EN,s.i.,EN,EN,s.i.,EN,EN
Quesnelia humilis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Quesnelia imbricata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Quesnelia kautskyi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Quesnelia seideliana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Quiina cidiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Quiina glaziovii,s.i.,DD,VU,s.i.,s.i.,DD,s.i.
Quiina magallano-gomesii,s.i.,s.i.,s.i.,VU,s.i.,DD,s.i.
Quiina piresii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Quillaja brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Quillaja lancifolia,s.i.,NA,s.i.,s.i.,s.i.,EN,s.i.
Racinaea aerisincola,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Racinaea domingosmartinis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Racinaea spiculosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Raddia angustifolia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Raddia distichophylla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Raddiella esenbeckii,s.i.,LC,EX,EX,s.i.,LC,s.i.
Ranunculus flagelliformis,s.i.,LC,EX,EX,s.i.,LC,s.i.
Rauhiella silvana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Raulinoa echinata,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Raulinoreitzia leptophlebia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ravenia pseudalterna,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Recordia reitzii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Recordoxylon stenopetalum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Regnellidium diphyllum,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Reimarochloa acuta,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Reissekia smilacina,s.i.,LC,EX,EX,s.i.,LC,s.i.
Reitzia smithii,VU,s.i.,EX,EX,s.i.,VU,VU
Renealmia brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Renealmia petasites,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Retrophyllum piresii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rhabdocaulon gracile,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Rhamnidium glabrum,VU,s.i.,VU,VU,s.i.,VU,VU
Rhamnus sphaerosperma var. pubescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rhipsalis agudoensis,s.i.,s.i.,s.i.,s.i.,s.i.,DD,s.i.
Rhipsalis cereoides,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Rhipsalis crispata,s.i.,DD,VU,VU,s.i.,DD,s.i.
Rhipsalis dissimilis,s.i.,DD,EN,EN,s.i.,DD,s.i.
Rhipsalis elliptica,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rhipsalis floccosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rhipsalis hileiabaiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rhipsalis oblonga,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Rhipsalis pacheco-leonis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rhipsalis paradoxa,EN,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rhipsalis pilocarpa,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Rhipsalis sulcata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rhodospatha oblongata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Rhodostemonodaphne capixabensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rhodostemonodaphne parvifolia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Rhodostemonodaphne recurva,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rhynchanthera grandiflora,s.i.,LC,VU,VU,s.i.,LC,s.i.
Rhynchanthera latifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Rhynchosia leucophylla,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Rhynchosia reticulata,s.i.,LC,EX,EX,s.i.,LC,s.i.
Rhynchosida physocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rhynchospora biflora,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Rhynchospora corymbosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Rhynchospora enmanuelis,s.i.,s.i.,s.i.,s.i.,s.i.,EN|LC,s.i.
Rhynchospora nardifolia,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Rhynchospora paranaensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rhynchospora tenuis,s.i.,s.i.,s.i.,s.i.,s.i.,EN|LC,s.i.
Rhynchospora warmingii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Riccia ridleyi,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Richardia humistrata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Richardia schumannii,EN,s.i.,EX,EX,s.i.,EN,EN
Richardia stellaris,s.i.,NT,EN,EN,s.i.,NT,s.i.
Richterago angustifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago arenaria,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Richterago campestris,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago caulescens,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Richterago conduplicata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago elegans,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Richterago hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago lanata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago petiolata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago polyphylla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago riparia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Richterago stenophylla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Richterago suffrutescens,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Rinorea bicornuta,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Rinorea longistipulata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rinorea maximiliani,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rinorea ramiziana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rinorea villosiflora,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Riodocea pulcherrima,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rodriguezia obtusifolia,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Rodriguezia rigida,s.i.,DD,VU,VU,s.i.,DD,s.i.
Rodriguezia venusta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Roupala asplenioides,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Roupala sculpta,VU,s.i.,VU,VU,s.i.,VU,VU
Rourea cnestidifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rourea gracilis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,s.i.
Rourea induta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rourea psammophila,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rourea pseudospadicea,EN,s.i.,EN,EN,s.i.,EN,EN
Rudgea coronata,CR,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rudgea corymbulosa,EN,s.i.,EN,EN,s.i.,EN,EN
Rudgea crassifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Rudgea erythrocarpa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rudgea insignis,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Rudgea jasminoides,VU,s.i.,VU,s.i.,s.i.,s.i.,s.i.
Rudgea jasminoides subsp. nervosa,s.i.,s.i.,s.i.,VU,s.i.,VU,VU
Rudgea macrophylla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Rudgea minor,s.i.,DD,s.i.,s.i.,s.i.,LC,s.i.
Rudgea nobilis,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Rudgea pachyphylla,EN,s.i.,EX,EX,s.i.,EN,EN
Rudgea parquioides,CR,s.i.,EX,s.i.,s.i.,s.i.,s.i.
Rudgea parquioides,EN,s.i.,EN,s.i.,s.i.,s.i.,s.i.
Rudgea parquioides subsp. caprifolium,s.i.,s.i.,s.i.,EX,s.i.,CR,CR
Rudgea parquioides subsp. hirsutissima,s.i.,s.i.,s.i.,EN,s.i.,EN,EN
Rudgea parvifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Rudgea sessilis,EN,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Rudgea triflora,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Rudgea umbrosa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Rudgea vellerea,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Ruellia bulbifera,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Ruellia chamaedrys,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ruellia dissitifolia,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Ruellia epallocaulos,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Ruellia erythropus,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Ruellia multifolia,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Ruellia solitaria,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Rugoloa hylaeica,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ruizterania clavata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rustia angustifolia,EN,s.i.,EN,EN,s.i.,EN,EN
Sabicea grisea,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sabicea villosa,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Sagittaria lancifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sagittaria rhombifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Salacia arborea,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Salacia mosenii,CR,s.i.,CR,CR,s.i.,CR,CR
Salix humboldtiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Salvia campos-portoi,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Salvia lachnostachys,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Salvia uliginosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Saranthe composita,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sarcaulus inflexus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sarcaulus vestitus,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sarcoglottis acaulis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Sarcoglottis alexandri,EN,s.i.,EX,s.i.,s.i.,EN,EN
Sarcoglottis alexandrii,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Sarcoglottis uliginosa,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Saundersia mirabilis,EN,s.i.,EN,EN,s.i.,EN,EN
Saundersia paniculata,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sauroglossum elatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sauvagesia nitida,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Savia dictyocarpa,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Scaevola plumieri,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Schaefferia argentinensis,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Schaueria litoralis,s.i.,DD,s.i.,s.i.,s.i.,NT|DD,s.i.
Schaueria lophura,s.i.,s.i.,s.i.,s.i.,s.i.,NT|DD,s.i.
Schaueria paranaensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Schaueria virginea,s.i.,s.i.,s.i.,s.i.,s.i.,NT|DD,s.i.
Schefflera aurata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Schefflera calva,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Schefflera gardneri,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schefflera glaziovii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schefflera sprucei,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Schefflera succinea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schinopsis balansae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schinopsis brasiliensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schinus engleri,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Schinus spinosa ,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schizachyrium scabriflorum,EN,s.i.,EX,EX,s.i.,EN,EN
Schizachyrium tenerum,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Schizaea elegans,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Schizocalyx cuspidatus,s.i.,LC,VU,VU,s.i.,LC,s.i.
Schlechtendalia luzulifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schlumbergera kautskyi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schlumbergera lutea,s.i.,NA,VU,s.i.,s.i.,s.i.,s.i.
Schlumbergera lutea subsp. bradei,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Schlumbergera microsphaerica,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Schlumbergera opuntioides,VU,s.i.,VU,VU,s.i.,VU,VU
Schlumbergera rosea,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schlumbergera truncata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Schnella grazielae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schnella microstachya,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Schnella smilacina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schomburgkia gloriosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Schultesia aptera,s.i.,LC,CR,CR,s.i.,s.i.,s.i.
Schwenckia curviflora,EN,s.i.,EN,EN,s.i.,EN,EN
Schwenckia grandiflora,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Schwenckia lateriflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schwenckia nova-veneciana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Sciadotenia acutifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sciaphila schwackeana,s.i.,NT,EN,EN,s.i.,NT,s.i.
Scleria balansae,VU,s.i.,VU,VU,s.i.,VU,VU
Scutia arenicola,EN,s.i.,EN,EN,s.i.,EN,EN
Scuticaria irwiniana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Scuticaria itirapinensis,CR,s.i.,CR,CR,s.i.,CR,CR
Scuticaria kautskyi,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Scuticaria strictifolia,EN,s.i.,EX,EX,s.i.,s.i.,EN
Seemannia sylvatica,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Seguieria americana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Seguieria langsdorffii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Selaginella convoluta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Selaginella mendoncae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Selaginella tenuissima,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Selaginella valida,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Selenipedium isabelianum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sellocharis paradoxa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Senaea coerulea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senaea janeirensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio adamantinus,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Senecio almasensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Senecio caparaoensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio crassiflorus,s.i.,NT,s.i.,s.i.,s.i.,s.i.,s.i.
Senecio gertii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio graciellae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio grandis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Senecio hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio heteroschizus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio langei,VU,s.i.,EX,EX,s.i.,VU,VU
Senecio pohlii,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Senecio promatensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Senecio ramboanus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senecio riograndensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Senegalia parviceps,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Senna angulata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Senna paradictyon,s.i.,LC,EX,EX,s.i.,LC,s.i.
Serjania cuspidata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Serjania deflexa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Serjania divaricocca,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Serjania hatschbachii,CR,s.i.,EX,EX,s.i.,CR,CR
Serjania platycarpa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sessea brasiliensis,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Sessea regnellii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Setaria parviflora,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Setaria parviflora var. pilosissima,s.i.,s.i.,s.i.,EX,s.i.,CR,CR
Setaria paucifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Setaria stolonifera,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Setaria tenacissima,s.i.,LC,CR,CR,s.i.,LC,s.i.
Sida acrantha,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Siderasis fuscata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sideroxylon obtusifolium,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Simaba glabra,VU,s.i.,s.i.,EX,s.i.,VU,VU
Simaba insignis,EN,s.i.,s.i.,EN,s.i.,EN,EN
Simaba salubris,CR,s.i.,s.i.,EX,s.i.,CR,CR
Simaba suaveolens,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Simaba warmingiana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Simira grazielae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Simira hatschbachiorum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Simira rubra,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Sinningia aghensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia araneosa,VU,s.i.,VU,VU,s.i.,VU,VU
Sinningia canescens,s.i.,NT,VU,VU,s.i.,NT,s.i.
Sinningia carangolensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia cardinalis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Sinningia cochlearis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Sinningia conspicua,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sinningia cooperi,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sinningia defoliata,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sinningia douglasii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sinningia elatior,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sinningia glazioviana,CR,s.i.,CR,CR,s.i.,CR,CR
Sinningia guttata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia harleyi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia hatschbachii,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia hirsuta,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia iarae,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia insularis,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia kautskyi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sinningia lindleyi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia lineata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia macropoda,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sinningia magnifica,s.i.,LC,VU,VU,s.i.,LC,s.i.
Sinningia micans,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia piresiana,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia rupicola,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia striata,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sinningia tuberosa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Sinningia valsuganensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia villosa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sinningia warmingii,s.i.,LC,VU,VU,s.i.,LC,s.i.
Siparuna bifida,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Siparuna brasiliensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Siparuna reginae,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Siphanthera cordata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Siphanthera dawsonii,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Siphocampylus lycioides,s.i.,NT,EN,EN,s.i.,NT,s.i.
Siphoneugena crassifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Siphoneugena densiflora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Siphoneugena kuhlmannii,VU,s.i.,VU,VU,s.i.,VU,VU
Siphoneugena reitzii,s.i.,LC,VU,VU,s.i.,LC,s.i.
Siphoneugena widgreniana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sisyrinchium rambonis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Sloanea dubia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sloanea erismoides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sloanea garckeana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sloanea hirsuta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sloanea obtusifolia,EN,s.i.,EN,EN,s.i.,EN,EN
Sloanea petalata,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Smallanthus araucariophilus,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Smallanthus connatus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Smallanthus riograndensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Smilax japicanga,s.i.,NT,VU,VU,s.i.,NT,s.i.
Smilax lappacea,EN,s.i.,EX,EX,s.i.,EN,EN
Smilax lutescens,EN,s.i.,EX,EX,s.i.,EN,EN
Smilax muscosa,VU,s.i.,EX,EX,s.i.,VU,VU
Smilax spicata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Smilax subsessiliflora,EN,s.i.,EX,EX,s.i.,EN,EN
Solanum affine,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum arenarium,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Solanum bahianum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Solanum bullatum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum cinnamomeum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum diploconos,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum gertii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum granulosoleprosum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum graveolens,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Solanum hasslerianum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum jabrense,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Solanum latiflorum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum melissarum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum ovum-fringillae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum paralum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum pinetorum,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Solanum pseudoquina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Solanum reitzii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum restingae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Solanum santosii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Solanum spissifolium,CR,s.i.,EX,EX,CR,CR,CR
Solanum violifolium,s.i.,NE,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum viscosissimum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum warmingii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Sophronitis cernua,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Sorghastrum stipoides,s.i.,LC,EX,EX,s.i.,LC,s.i.
